job_id,job_title,company,sector,location,country,remote_type,experience_level,salary_usd_annual,required_skills,primary_llm_mentioned,education_required,date_posted,job_description_length,applies_count,visa_sponsorship,years_experience_min,company_size,is_contract,has_equity
AIJOB00284,AI Infrastructure Engineer,Google DeepMind,Automotive,"Toronto, Canada",Canada,On-site,Senior (5-8 yrs),116578,"LlamaIndex, Hugging Face Transformers, OpenAI API, Kubernetes, PyTorch, Fine-tuning",None,Bootcamp/Self-taught,2024-09-08,1211,3050,No,4,51-200,Contract,Yes
AIJOB00285,Reinforcement Learning Engineer,SAP AI,Government,"Austin, TX",TX,On-site,Staff/Principal (8+ yrs),276789,"Fine-tuning, RAG, FastAPI, PyTorch",BLOOM,Master's,2025-03-30,2496,2161,No,6,1-50,Full-time,No
AIJOB00286,ML Engineer,OpenAI,Retail,"Dublin, Ireland",Ireland,Hybrid,Mid (2-5 yrs),71348,"Weaviate, RAG, Pinecone",None,Bachelor's,2025-01-11,1930,3632,No,2,201-1000,Full-time,Yes
AIJOB00287,AI Platform Engineer,Samsung AI,Energy,"Dublin, Ireland",Ireland,On-site,Entry (0-2 yrs),68087,"TensorFlow, Weights & Biases, Pinecone, LangChain, Hugging Face Transformers, ChromaDB",None,Bachelor's,2024-08-25,1993,1334,No,0,51-200,Full-time,No
AIJOB00288,MLOps Engineer,ByteDance,Government,"Seattle, WA",WA,Remote,Staff/Principal (8+ yrs),221179,"MLflow, Weights & Biases, LangChain, TensorFlow",Command R,Bachelor's,2024-12-20,1873,2987,No,6,5000+,Full-time,Yes
AIJOB00289,RAG Engineer,Cohere,Education,"New York, NY",NY,Hybrid,Staff/Principal (8+ yrs),210115,"CUDA, dbt, LlamaIndex, Hugging Face Transformers, C++, Rust, MLflow",Mistral,Bachelor's,2024-06-20,1040,491,Maybe,6,51-200,Full-time,No
AIJOB00290,AI Engineer,Baidu,Education,"Tel Aviv, Israel",Israel,On-site,Staff/Principal (8+ yrs),177582,"SQL, JAX, Vector Databases",Grok,Master's,2024-10-05,2109,335,No,6,1-50,Full-time,No
AIJOB00291,AI Platform Engineer,Cohere,Government,"New York, NY",NY,Remote,Mid (2-5 yrs),105879,"PyTorch, LlamaIndex, CUDA, dbt, ChromaDB",None,Bootcamp/Self-taught,2024-01-29,500,456,No,2,51-200,Full-time,Yes
AIJOB00292,AI Platform Engineer,Goldman Sachs AI,Finance,"Bangalore, India",India,Hybrid,Mid (2-5 yrs),100238,"TensorFlow, FastAPI, AWS SageMaker",BLOOM,PhD,2024-07-03,565,1209,No,2,1-50,Full-time,Yes
AIJOB00293,Foundation Model Engineer,Uber AI,Automotive,"Dublin, Ireland",Ireland,Remote,Staff/Principal (8+ yrs),178782,"PyTorch, LangChain, ChromaDB, Weights & Biases, Spark, Pinecone, TensorFlow",Grok,Master's,2024-04-17,1596,1073,No,6,5000+,Full-time,Yes
AIJOB00294,AI Safety Researcher,Google DeepMind,Finance,"Dublin, Ireland",Ireland,Hybrid,Staff/Principal (8+ yrs),230585,"Rust, Hugging Face Transformers, SQL, Kubernetes, MLflow, AWS SageMaker",None,Bachelor's,2024-09-11,783,3030,No,6,5000+,Part-time,Yes
AIJOB00295,AI Product Manager,Cohere,Automotive,"Stockholm, Sweden",Sweden,On-site,Senior (5-8 yrs),159639,"Spark, OpenAI API, MLflow",Claude,Master's,2024-04-18,1626,3151,Yes,4,201-1000,Full-time,No
AIJOB00296,AI Platform Engineer,ByteDance,Education,"Toronto, Canada",Canada,Remote,Entry (0-2 yrs),61269,"dbt, Vector Databases, Rust, PyTorch, Spark",Gemini,PhD,2025-03-02,2499,3679,No,0,1001-5000,Part-time,Yes
AIJOB00297,Foundation Model Engineer,Hugging Face,Tech,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),174289,"Weaviate, Python, OpenAI API, ChromaDB, dbt, GCP Vertex AI, Azure ML",Gemini,Master's,2024-06-10,1836,2576,No,4,51-200,Full-time,Yes
AIJOB00298,AI Platform Engineer,Stability AI,Education,"Sydney, Australia",Australia,Hybrid,Entry (0-2 yrs),73871,"Docker, Fine-tuning, TensorFlow",Llama,PhD,2024-06-10,1539,895,No,0,51-200,Full-time,No
AIJOB00299,MLOps Engineer,IBM Watson,Automotive,"Bangalore, India",India,Hybrid,Entry (0-2 yrs),80242,"JAX, Pinecone, LlamaIndex, OpenAI API, GCP Vertex AI, Vector Databases",None,PhD,2025-02-13,886,3161,Maybe,0,5000+,Full-time,Yes
AIJOB00300,ML Engineer,Tesla AI,Finance,"Chicago, IL",IL,Hybrid,Staff/Principal (8+ yrs),222666,"Python, AWS SageMaker, PyTorch",None,Master's,2024-09-24,488,432,No,6,201-1000,Full-time,No
AIJOB00301,MLOps Engineer,Google DeepMind,Defense,Singapore,Singapore,Remote,Senior (5-8 yrs),127617,"GCP Vertex AI, FastAPI, RLHF, dbt, LangChain, Docker, LlamaIndex",Claude,Master's,2024-05-21,719,856,No,4,5000+,Full-time,Yes
AIJOB00302,NLP Engineer,Meta AI,Media,"Toronto, Canada",Canada,Remote,Mid (2-5 yrs),98908,"Weaviate, RLHF, PyTorch, LlamaIndex, Python",GPT-4,Bachelor's,2024-11-09,2046,1615,Yes,2,5000+,Contract,No
AIJOB00303,Reinforcement Learning Engineer,Uber AI,Education,"Sydney, Australia",Australia,Remote,Senior (5-8 yrs),170176,"TensorFlow, FastAPI, CUDA, RLHF, ChromaDB, LlamaIndex, JAX",None,Bachelor's,2024-04-11,1571,2813,No,4,1001-5000,Full-time,No
AIJOB00304,AI Research Scientist,Snowflake,Finance,"Boston, MA",MA,Remote,Senior (5-8 yrs),166479,"Rust, CUDA, JAX, GCP Vertex AI, RLHF",Claude,Master's,2024-12-24,2189,3474,Yes,4,201-1000,Full-time,Yes
AIJOB00305,Prompt Engineer,Palantir,Retail,"London, UK",UK,Remote,Staff/Principal (8+ yrs),199247,"Rust, AWS SageMaker, Weaviate",Grok,Master's,2024-11-28,951,3999,No,6,1-50,Full-time,No
AIJOB00306,AI Safety Researcher,Meta AI,Defense,"Los Angeles, CA",CA,Hybrid,Staff/Principal (8+ yrs),204223,"MLflow, Kubernetes, Hugging Face Transformers, dbt, Rust, TensorFlow, JAX",Command R,Master's,2024-06-24,1632,2283,Yes,6,1001-5000,Full-time,No
AIJOB00307,LLM Engineer,Morgan Stanley AI,Defense,"Tokyo, Japan",Japan,Hybrid,Entry (0-2 yrs),86098,"Vector Databases, Spark, dbt, PyTorch, TensorFlow",Gemini,Bootcamp/Self-taught,2024-07-13,300,3110,Yes,0,51-200,Full-time,Yes
AIJOB00308,AI Platform Engineer,Uber AI,Government,Singapore,Singapore,Remote,Staff/Principal (8+ yrs),178703,"AWS SageMaker, ChromaDB, Rust, dbt, Fine-tuning",None,Bootcamp/Self-taught,2025-03-25,333,2514,Maybe,6,1001-5000,Contract,No
AIJOB00309,ML Engineer,Scale AI,Government,"Stockholm, Sweden",Sweden,On-site,Senior (5-8 yrs),164771,"C++, Azure ML, LangChain, AWS SageMaker, Python, Kubernetes, Fine-tuning",None,PhD,2024-01-01,1963,1572,No,4,51-200,Full-time,No
AIJOB00310,MLOps Engineer,SAP AI,Education,"Boston, MA",MA,On-site,Staff/Principal (8+ yrs),192721,"CUDA, dbt, LlamaIndex, Python, TensorFlow",Gemini,Master's,2024-03-19,856,356,Yes,6,1001-5000,Contract,No
AIJOB00311,AI Platform Engineer,Google DeepMind,Defense,"Tokyo, Japan",Japan,Remote,Staff/Principal (8+ yrs),192163,"Weaviate, C++, RLHF, RAG, Azure ML, Kubernetes",Grok,Master's,2024-09-17,1269,2926,No,6,1001-5000,Part-time,No
AIJOB00312,ML Engineer,JPMorgan AI,Automotive,"Zurich, Switzerland",Switzerland,Hybrid,Entry (0-2 yrs),83844,"ChromaDB, Vector Databases, MLflow",Phi,Master's,2024-07-07,620,2153,Maybe,0,1-50,Full-time,No
AIJOB00313,LLM Engineer,Palantir,Government,"Tokyo, Japan",Japan,Remote,Senior (5-8 yrs),172286,"FastAPI, Python, Vector Databases, RLHF, Pinecone, C++, ChromaDB",None,Bootcamp/Self-taught,2024-06-24,1506,1194,Yes,4,5000+,Contract,No
AIJOB00314,AI Safety Researcher,Tesla AI,Tech,"New York, NY",NY,Hybrid,Senior (5-8 yrs),171964,"ChromaDB, PyTorch, dbt, AWS SageMaker",None,Bachelor's,2024-10-23,637,529,No,4,201-1000,Full-time,No
AIJOB00315,Computer Vision Engineer,Hugging Face,Retail,"San Francisco, CA",CA,Hybrid,Senior (5-8 yrs),185247,"ChromaDB, Weights & Biases, LlamaIndex, dbt",Gemini,Master's,2024-11-05,2460,3540,Yes,4,1-50,Part-time,No
AIJOB00316,AI Research Scientist,OpenAI,Automotive,"Los Angeles, CA",CA,Hybrid,Staff/Principal (8+ yrs),200756,"Weights & Biases, Spark, Hugging Face Transformers, OpenAI API, ChromaDB, JAX",None,PhD,2024-05-01,775,225,Yes,6,1001-5000,Full-time,No
AIJOB00317,RAG Engineer,DataBricks,Media,"Chicago, IL",IL,Hybrid,Mid (2-5 yrs),123502,"Docker, LlamaIndex, Pinecone, Fine-tuning, Python, AWS SageMaker",None,Master's,2024-07-18,2471,2807,Maybe,2,1-50,Contract,No
AIJOB00318,AI Ethics Researcher,SAP AI,Defense,"Austin, TX",TX,Remote,Senior (5-8 yrs),141622,"Docker, Spark, ChromaDB",Llama,PhD,2025-02-14,2429,1392,No,4,51-200,Full-time,Yes
AIJOB00319,AI Engineer,Hugging Face,Retail,"San Francisco, CA",CA,Remote,Entry (0-2 yrs),74084,"dbt, RLHF, Azure ML",Mistral,Bachelor's,2024-09-25,676,242,Maybe,0,51-200,Part-time,No
AIJOB00320,Prompt Engineer,ByteDance,Education,"Tokyo, Japan",Japan,Remote,Entry (0-2 yrs),68360,"Rust, Hugging Face Transformers, LangChain, MLflow, CUDA, Docker, AWS SageMaker",Claude,Bootcamp/Self-taught,2024-12-02,1432,3161,No,0,201-1000,Full-time,No
AIJOB00321,Computer Vision Engineer,Tesla AI,Media,"Chicago, IL",IL,Remote,Entry (0-2 yrs),71222,"C++, Docker, Hugging Face Transformers, RLHF, TensorFlow",Llama,Bachelor's,2024-01-31,2315,454,Yes,0,1001-5000,Full-time,No
AIJOB00322,Reinforcement Learning Engineer,Google DeepMind,Tech,"London, UK",UK,Remote,Senior (5-8 yrs),166069,"Weights & Biases, Docker, FastAPI, RLHF, Python, Vector Databases, LlamaIndex",None,Master's,2024-02-06,1391,630,No,4,1001-5000,Full-time,No
AIJOB00323,AI Infrastructure Engineer,Meta AI,Defense,"Los Angeles, CA",CA,Remote,Staff/Principal (8+ yrs),170544,"Weaviate, Kubernetes, Python",Command R,Master's,2025-01-07,1770,1375,No,6,1001-5000,Full-time,No
AIJOB00324,LLM Engineer,ByteDance,Retail,"Stockholm, Sweden",Sweden,On-site,Senior (5-8 yrs),206494,"C++, RLHF, FastAPI",None,Bachelor's,2024-06-23,461,3972,No,4,51-200,Full-time,Yes
AIJOB00325,Prompt Engineer,Adobe Firefly,Retail,"Tel Aviv, Israel",Israel,Remote,Senior (5-8 yrs),122837,"Weights & Biases, OpenAI API, LlamaIndex, PyTorch, CUDA, Python",None,Master's,2024-11-19,558,3257,No,4,201-1000,Full-time,No
AIJOB00326,Reinforcement Learning Engineer,Baidu,Energy,"New York, NY",NY,Remote,Entry (0-2 yrs),54701,"RAG, LangChain, OpenAI API",None,Master's,2024-06-21,2497,620,No,0,51-200,Part-time,Yes
AIJOB00327,AI Research Scientist,ByteDance,Tech,"San Francisco, CA",CA,Hybrid,Staff/Principal (8+ yrs),241691,"Kubernetes, MLflow, Spark",Gemini,Bootcamp/Self-taught,2024-11-12,698,1878,No,6,5000+,Full-time,No
AIJOB00328,Prompt Engineer,Mistral AI,Finance,"Tokyo, Japan",Japan,Hybrid,Staff/Principal (8+ yrs),228499,"Rust, OpenAI API, Fine-tuning",BLOOM,Bootcamp/Self-taught,2024-04-22,862,1327,No,6,51-200,Contract,No
AIJOB00329,AI Product Manager,OpenAI,Healthcare,"London, UK",UK,Remote,Entry (0-2 yrs),77863,"Hugging Face Transformers, MLflow, Azure ML, Weaviate, JAX, RLHF",Grok,Bachelor's,2025-01-22,1840,3195,Yes,0,1001-5000,Full-time,Yes
AIJOB00330,LLM Engineer,Nvidia,Healthcare,"Los Angeles, CA",CA,Hybrid,Senior (5-8 yrs),166965,"MLflow, LlamaIndex, OpenAI API, CUDA, Spark, Docker",BLOOM,Master's,2025-02-09,454,2452,Yes,4,1001-5000,Full-time,Yes
AIJOB00331,NLP Engineer,Salesforce Einstein,Energy,"Los Angeles, CA",CA,Remote,Senior (5-8 yrs),149669,"LangChain, Pinecone, SQL, Azure ML",None,Bachelor's,2024-04-30,1152,1142,Yes,4,1-50,Contract,No
AIJOB00332,AI Infrastructure Engineer,Mistral AI,Defense,"Toronto, Canada",Canada,Remote,Staff/Principal (8+ yrs),167698,"Spark, Azure ML, AWS SageMaker",Mistral,PhD,2024-01-23,2156,187,Yes,6,1-50,Part-time,Yes
AIJOB00333,AI Engineer,Mistral AI,Retail,"Dublin, Ireland",Ireland,Remote,Staff/Principal (8+ yrs),202728,"ChromaDB, JAX, GCP Vertex AI, Fine-tuning, OpenAI API, Weights & Biases",None,PhD,2024-04-30,1635,942,Yes,6,1001-5000,Contract,Yes
AIJOB00334,GenAI Developer,SAP AI,Retail,"Tel Aviv, Israel",Israel,Hybrid,Entry (0-2 yrs),61467,"LlamaIndex, OpenAI API, SQL, RLHF, Hugging Face Transformers, RAG",Command R,Master's,2024-01-28,1404,838,No,0,1-50,Full-time,Yes
AIJOB00335,AI Research Scientist,ByteDance,Defense,"Bangalore, India",India,Hybrid,Entry (0-2 yrs),82286,"Kubernetes, JAX, AWS SageMaker, SQL, Hugging Face Transformers",None,Bootcamp/Self-taught,2024-03-28,1240,364,No,0,5000+,Full-time,No
AIJOB00336,AI Safety Researcher,Microsoft AI,Defense,"Bangalore, India",India,Remote,Staff/Principal (8+ yrs),194705,"Weights & Biases, CUDA, Kubernetes, C++, GCP Vertex AI, Fine-tuning",Grok,PhD,2025-01-08,2011,191,Yes,6,1001-5000,Contract,No
AIJOB00337,AI Ethics Researcher,Samsung AI,Media,"Tel Aviv, Israel",Israel,On-site,Staff/Principal (8+ yrs),170282,"RLHF, Vector Databases, Kubernetes",GPT-4,Bootcamp/Self-taught,2024-12-22,843,1478,No,6,1-50,Full-time,No
AIJOB00338,Data Scientist (AI/ML),Stability AI,Education,"Zurich, Switzerland",Switzerland,Hybrid,Staff/Principal (8+ yrs),188430,"RLHF, FastAPI, LlamaIndex, MLflow, RAG, Hugging Face Transformers",None,PhD,2024-01-13,305,3534,No,6,1001-5000,Contract,Yes
AIJOB00339,ML Engineer,SAP AI,Tech,"Los Angeles, CA",CA,Hybrid,Senior (5-8 yrs),161149,"Weaviate, ChromaDB, Rust, OpenAI API, dbt, TensorFlow, SQL",None,Master's,2024-12-23,1790,3647,Yes,4,1001-5000,Full-time,No
AIJOB00340,AI Solutions Architect,Nvidia,Energy,"Toronto, Canada",Canada,Hybrid,Senior (5-8 yrs),134779,"Weaviate, MLflow, FastAPI",Falcon,Bachelor's,2024-12-26,2259,3030,Maybe,4,5000+,Contract,No
AIJOB00341,GenAI Developer,Goldman Sachs AI,Finance,"Boston, MA",MA,On-site,Senior (5-8 yrs),127800,"Docker, PyTorch, TensorFlow, Azure ML, Rust, RLHF",Phi,Master's,2024-09-14,2478,2788,No,4,201-1000,Full-time,Yes
AIJOB00342,LLM Engineer,Snowflake,Healthcare,"Bangalore, India",India,Remote,Mid (2-5 yrs),114825,"AWS SageMaker, TensorFlow, LangChain, Hugging Face Transformers",Gemini,PhD,2024-07-19,2432,3909,No,2,201-1000,Full-time,No
AIJOB00343,AI Research Scientist,Goldman Sachs AI,Energy,"Boston, MA",MA,Remote,Staff/Principal (8+ yrs),208818,"AWS SageMaker, OpenAI API, TensorFlow",Llama,Master's,2025-01-12,1986,2380,No,6,201-1000,Full-time,No
AIJOB00344,Foundation Model Engineer,Accenture AI,Tech,"Bangalore, India",India,Remote,Staff/Principal (8+ yrs),181750,"Hugging Face Transformers, Rust, Docker, Kubernetes, Vector Databases",Mistral,Bachelor's,2024-03-08,1464,1877,Maybe,6,5000+,Part-time,No
AIJOB00345,NLP Engineer,Adobe Firefly,Healthcare,"Toronto, Canada",Canada,On-site,Mid (2-5 yrs),100673,"Hugging Face Transformers, Kubernetes, LangChain, PyTorch",None,Master's,2024-12-20,1814,765,Yes,2,1-50,Full-time,No
AIJOB00346,AI Research Scientist,Microsoft AI,Tech,"Bangalore, India",India,Hybrid,Senior (5-8 yrs),156265,"AWS SageMaker, LangChain, Python, RAG, Vector Databases, LlamaIndex, RLHF",None,Bootcamp/Self-taught,2024-03-24,2378,1366,No,4,201-1000,Full-time,Yes
AIJOB00347,AI Safety Researcher,Meta AI,Automotive,"Zurich, Switzerland",Switzerland,Hybrid,Mid (2-5 yrs),81327,"MLflow, LangChain, Weights & Biases, Vector Databases, JAX",Phi,Bachelor's,2024-08-14,1202,1836,No,2,201-1000,Full-time,No
AIJOB00348,AI Safety Researcher,Tesla AI,Defense,"Amsterdam, Netherlands",Netherlands,Remote,Mid (2-5 yrs),82132,"CUDA, RLHF, dbt, C++, TensorFlow, Pinecone, RAG",Falcon,Master's,2024-02-12,529,3730,No,2,1001-5000,Full-time,No
AIJOB00349,AI Solutions Architect,SAP AI,Media,"Boston, MA",MA,Remote,Staff/Principal (8+ yrs),174136,"AWS SageMaker, RLHF, CUDA, Weaviate, TensorFlow",Command R,PhD,2024-06-25,1482,680,No,6,1001-5000,Contract,Yes
AIJOB00350,AI Safety Researcher,Palantir,Healthcare,"Berlin, Germany",Germany,Remote,Entry (0-2 yrs),67310,"GCP Vertex AI, TensorFlow, ChromaDB, FastAPI, RAG, CUDA, Python",Mistral,Master's,2024-08-31,860,826,Yes,0,1001-5000,Full-time,No
AIJOB00351,NLP Engineer,Meta AI,Automotive,"Tel Aviv, Israel",Israel,Hybrid,Senior (5-8 yrs),158394,"Python, Rust, LlamaIndex, Docker",Command R,Master's,2024-08-25,2314,3724,No,4,51-200,Full-time,No
AIJOB00352,AI Infrastructure Engineer,Goldman Sachs AI,Finance,"Tokyo, Japan",Japan,Hybrid,Entry (0-2 yrs),88589,"ChromaDB, Fine-tuning, Docker, Spark, dbt, Vector Databases",None,Master's,2024-10-24,371,3472,No,0,5000+,Full-time,Yes
AIJOB00353,AI Research Scientist,IBM Watson,Retail,"Toronto, Canada",Canada,Remote,Senior (5-8 yrs),173156,"Spark, Azure ML, PyTorch, AWS SageMaker, Rust, Pinecone",Claude,PhD,2024-07-03,1050,3142,Yes,4,51-200,Full-time,No
AIJOB00354,NLP Engineer,Palantir,Government,"Boston, MA",MA,Remote,Senior (5-8 yrs),145681,"C++, LlamaIndex, Python, Pinecone, AWS SageMaker",Command R,Bootcamp/Self-taught,2024-10-23,967,429,Yes,4,5000+,Full-time,Yes
AIJOB00355,RAG Engineer,Samsung AI,Government,"Los Angeles, CA",CA,Hybrid,Entry (0-2 yrs),69760,"C++, LlamaIndex, Python",Mistral,Bachelor's,2024-02-09,2110,3654,Maybe,0,5000+,Contract,Yes
AIJOB00356,NLP Engineer,Palantir,Finance,"London, UK",UK,Remote,Entry (0-2 yrs),57368,"MLflow, Kubernetes, AWS SageMaker, LlamaIndex",Claude,Bachelor's,2025-03-14,2283,3112,No,0,51-200,Full-time,No
AIJOB00357,Foundation Model Engineer,Deloitte AI,Finance,"Tel Aviv, Israel",Israel,Remote,Entry (0-2 yrs),69766,"TensorFlow, AWS SageMaker, dbt",Claude,Bootcamp/Self-taught,2024-05-09,1141,2416,Maybe,0,51-200,Full-time,Yes
AIJOB00358,AI Research Scientist,Accenture AI,Tech,"Zurich, Switzerland",Switzerland,Remote,Senior (5-8 yrs),142206,"FastAPI, Weights & Biases, SQL, Kubernetes, Pinecone, ChromaDB, TensorFlow",Grok,Master's,2024-03-23,1084,3959,No,4,5000+,Full-time,No
AIJOB00359,MLOps Engineer,Palantir,Finance,"Boston, MA",MA,Hybrid,Staff/Principal (8+ yrs),211617,"dbt, LangChain, Hugging Face Transformers, Azure ML, RAG, Fine-tuning",Llama,PhD,2024-04-04,1587,516,No,6,5000+,Full-time,No
AIJOB00360,NLP Engineer,DataBricks,Retail,"Seattle, WA",WA,Remote,Entry (0-2 yrs),59576,"AWS SageMaker, RLHF, SQL, Weights & Biases, JAX, dbt",None,Master's,2024-02-29,1490,3513,No,0,1-50,Contract,No
AIJOB00361,AI Solutions Architect,Anthropic,Finance,"San Francisco, CA",CA,On-site,Mid (2-5 yrs),120283,"RAG, RLHF, Pinecone",None,Bachelor's,2024-09-08,1940,2856,No,2,1-50,Contract,No
AIJOB00362,Data Scientist (AI/ML),SAP AI,Education,"Boston, MA",MA,On-site,Entry (0-2 yrs),89312,"SQL, CUDA, RAG, LangChain",BLOOM,Bachelor's,2024-06-22,1418,3107,No,0,1001-5000,Full-time,No
AIJOB00363,Deep Learning Engineer,Google DeepMind,Finance,"Dublin, Ireland",Ireland,Remote,Staff/Principal (8+ yrs),196084,"LangChain, JAX, Docker, Vector Databases, Rust, Kubernetes",Gemini,PhD,2025-01-28,579,2050,No,6,51-200,Full-time,No
AIJOB00364,AI Research Scientist,Deloitte AI,Education,"Tokyo, Japan",Japan,Hybrid,Senior (5-8 yrs),160846,"dbt, FastAPI, Pinecone",None,Bachelor's,2025-01-24,2339,2018,No,4,5000+,Full-time,No
AIJOB00365,RAG Engineer,DataBricks,Education,"New York, NY",NY,On-site,Entry (0-2 yrs),78695,"RAG, RLHF, GCP Vertex AI",None,Bachelor's,2025-03-26,1024,2290,No,0,201-1000,Contract,Yes
AIJOB00366,AI Ethics Researcher,Baidu,Energy,"Sydney, Australia",Australia,Hybrid,Mid (2-5 yrs),102055,"ChromaDB, dbt, Vector Databases",None,Master's,2024-09-06,2249,2312,Maybe,2,5000+,Full-time,Yes
AIJOB00367,AI Safety Researcher,Stability AI,Defense,"Tokyo, Japan",Japan,Hybrid,Staff/Principal (8+ yrs),208067,"GCP Vertex AI, PyTorch, Python, ChromaDB, LlamaIndex",None,Bachelor's,2025-01-27,1697,1568,Yes,6,201-1000,Part-time,Yes
AIJOB00368,ML Engineer,OpenAI,Education,"Paris, France",France,Remote,Mid (2-5 yrs),110249,"TensorFlow, MLflow, JAX, AWS SageMaker, LangChain, GCP Vertex AI, Hugging Face Transformers",Falcon,Master's,2024-06-08,2030,2336,No,2,1001-5000,Full-time,No
AIJOB00369,AI Safety Researcher,Mistral AI,Education,"Austin, TX",TX,Remote,Entry (0-2 yrs),71230,"ChromaDB, LangChain, Rust, Vector Databases, MLflow",None,Master's,2024-07-18,1690,692,No,0,201-1000,Part-time,Yes
AIJOB00370,LLM Engineer,Meta AI,Defense,"Sydney, Australia",Australia,Remote,Mid (2-5 yrs),94694,"RAG, Rust, Kubernetes, SQL, Weights & Biases, TensorFlow, MLflow",None,Master's,2024-06-01,575,2330,No,2,1001-5000,Full-time,Yes
AIJOB00371,LLM Engineer,Amazon AWS AI,Tech,"Dublin, Ireland",Ireland,On-site,Senior (5-8 yrs),150661,"GCP Vertex AI, OpenAI API, Fine-tuning, RAG, Docker, SQL, Pinecone",Phi,Master's,2024-08-09,2414,3543,Yes,4,1001-5000,Full-time,No
AIJOB00372,Reinforcement Learning Engineer,Nvidia,Healthcare,"Stockholm, Sweden",Sweden,On-site,Senior (5-8 yrs),163445,"ChromaDB, Weights & Biases, Spark, PyTorch, Pinecone, OpenAI API",Gemini,PhD,2025-03-12,1529,3467,No,4,201-1000,Contract,No
AIJOB00373,MLOps Engineer,Microsoft AI,Retail,"Amsterdam, Netherlands",Netherlands,On-site,Staff/Principal (8+ yrs),252241,"Docker, dbt, SQL, Kubernetes",Claude,Bachelor's,2024-11-26,1571,1911,No,6,1001-5000,Full-time,No
AIJOB00374,MLOps Engineer,Deloitte AI,Tech,"Amsterdam, Netherlands",Netherlands,Remote,Mid (2-5 yrs),128993,"dbt, Weaviate, Hugging Face Transformers, Spark, CUDA",Command R,Bachelor's,2024-05-12,643,1295,No,2,1-50,Contract,Yes
AIJOB00375,AI Solutions Architect,IBM Watson,Defense,"Chicago, IL",IL,On-site,Entry (0-2 yrs),97130,"Kubernetes, LangChain, ChromaDB, Weights & Biases",Claude,Bootcamp/Self-taught,2025-01-05,2451,1041,No,0,1-50,Full-time,Yes
AIJOB00376,AI Product Manager,DataBricks,Media,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),129281,"Fine-tuning, OpenAI API, LlamaIndex, LangChain",Mistral,Bachelor's,2025-02-16,529,2018,No,4,1-50,Full-time,Yes
AIJOB00377,GenAI Developer,Samsung AI,Retail,"Berlin, Germany",Germany,Remote,Senior (5-8 yrs),173552,"C++, AWS SageMaker, Python, Spark, JAX",GPT-4,Bachelor's,2025-01-01,1875,1276,No,4,201-1000,Contract,No
AIJOB00378,RAG Engineer,Uber AI,Education,"Bangalore, India",India,Remote,Mid (2-5 yrs),113630,"AWS SageMaker, TensorFlow, C++, FastAPI, Kubernetes",Gemini,Master's,2024-07-20,1964,3243,Yes,2,1-50,Contract,No
AIJOB00379,AI Infrastructure Engineer,Stability AI,Media,"Austin, TX",TX,Hybrid,Staff/Principal (8+ yrs),278832,"C++, Hugging Face Transformers, MLflow",Claude,Master's,2025-03-24,1638,1866,No,6,1-50,Full-time,Yes
AIJOB00380,Reinforcement Learning Engineer,JPMorgan AI,Defense,"San Francisco, CA",CA,Remote,Mid (2-5 yrs),93995,"GCP Vertex AI, ChromaDB, TensorFlow, LangChain, Hugging Face Transformers",Gemini,Master's,2024-11-17,1608,1859,No,2,51-200,Full-time,No
AIJOB00381,AI Product Manager,Uber AI,Energy,Singapore,Singapore,Remote,Senior (5-8 yrs),127327,"RAG, JAX, C++, ChromaDB",GPT-4,Master's,2024-07-07,1236,3724,Yes,4,1001-5000,Full-time,No
AIJOB00382,Data Scientist (AI/ML),Palantir,Education,"Chicago, IL",IL,Hybrid,Entry (0-2 yrs),62447,"LlamaIndex, TensorFlow, Azure ML, Hugging Face Transformers, ChromaDB",Phi,PhD,2024-11-03,2324,495,Yes,0,51-200,Full-time,No
AIJOB00383,Computer Vision Engineer,Apple ML,Media,"Tel Aviv, Israel",Israel,Remote,Senior (5-8 yrs),92654,"SQL, OpenAI API, C++, AWS SageMaker",None,Bachelor's,2024-08-08,897,127,No,4,201-1000,Full-time,No
AIJOB00384,GenAI Developer,Samsung AI,Media,"Zurich, Switzerland",Switzerland,Hybrid,Senior (5-8 yrs),135804,"Python, Vector Databases, LlamaIndex",None,Master's,2024-08-22,1870,2911,No,4,5000+,Full-time,Yes
AIJOB00385,ML Engineer,Google DeepMind,Automotive,"Austin, TX",TX,On-site,Entry (0-2 yrs),60434,"SQL, dbt, Rust, MLflow, Weights & Biases",None,Master's,2024-08-29,1860,1249,Maybe,0,201-1000,Full-time,No
AIJOB00386,ML Engineer,Palantir,Healthcare,"Amsterdam, Netherlands",Netherlands,Remote,Mid (2-5 yrs),112977,"JAX, RLHF, LlamaIndex, TensorFlow, GCP Vertex AI",None,Bachelor's,2024-09-09,1583,190,Maybe,2,1001-5000,Contract,No
AIJOB00387,AI Solutions Architect,Accenture AI,Healthcare,"Sydney, Australia",Australia,On-site,Staff/Principal (8+ yrs),212303,"C++, FastAPI, Docker, Pinecone, GCP Vertex AI, Fine-tuning, Hugging Face Transformers",Command R,Master's,2024-05-14,2102,227,Yes,6,1-50,Full-time,Yes
AIJOB00388,Computer Vision Engineer,Snowflake,Finance,"Bangalore, India",India,Remote,Mid (2-5 yrs),147148,"RLHF, Azure ML, MLflow",Command R,PhD,2024-09-10,906,516,No,2,51-200,Contract,Yes
